建筑面积,抵押信息,价格（单位：人民币）,室,厅,厨,卫,总层数,梯数,户数,户型结构_平层,户型结构_跃层,户型结构_错层,建筑类型_板塔结合,建筑类型_板楼,房屋朝向_东 东南,房屋朝向_东 北,房屋朝向_东 北 南,房屋朝向_东 南,房屋朝向_东 南 北,房屋朝向_东 南 西 北,房屋朝向_东 西,房屋朝向_东北,房屋朝向_东南,房屋朝向_东南 北,房屋朝向_东南 北 南,房屋朝向_北,房屋朝向_北 南,房屋朝向_南,房屋朝向_南 东,房屋朝向_南 东 西,房屋朝向_南 北,房屋朝向_南 北 东,房屋朝向_南 北 西,房屋朝向_南 西,房屋朝向_南 西 北,房屋朝向_南 西北,房屋朝向_南 西南,房屋朝向_西,房屋朝向_西 东,房屋朝向_西 北,房屋朝向_西 北 南,房屋朝向_西 南,房屋朝向_西 南 北,房屋朝向_西北,房屋朝向_西北 南,房屋朝向_西南,房屋朝向_西南 东南,房屋朝向_西南 北,房屋朝向_西南 南,房屋朝向_西南 南 北,建筑结构_框架结构,建筑结构_混合结构,建筑结构_砖混结构,建筑结构_钢混结构,装修情况_毛坯,装修情况_简装,装修情况_精装,供暖方式_集中供暖,配备电梯_有,交易权属_商品房,交易权属_已购公房,交易权属_经济适用房,房屋用途_商住两用,房屋用途_普通住宅,房屋年限_满五年,产权所属_非共有,房本备件_未上传房本照片,别墅类型_非别墅,所在层_低楼层 ,所在层_高楼层 
0.2023113360337099,-0.9098906668624983,-0.334006460246923,-0.5585495046594157,0.9170744656809277,-0.06769590162260378,-0.5741434415654824,-1.701074303016925,-0.6279132856947878,-0.7119234410894002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.7995314164797114,1.0885796782739003,0.3499168026967961,0.8501918928743711,0.9170744656809277,10.454993630554998,1.4345868728037519,-0.8393601753948633,-0.6279132856947878,-0.7119234410894002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
2.0938874649000314,1.2440050936770721,2.7052856038229782,1.9428966125322893,0.9170744656809277,-0.06769590162260378,1.4345868728037519,0.7779245303940241,0.7743161064199475,-0.7119234410894002,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
-1.813095422163012,-0.9098906668624983,-2.6627123953663747,-0.5585495046594157,-1.0158162355480596,-0.06769590162260378,-0.5741434415654824,-1.48759260629128,-0.6279132856947878,0.10050053910142262,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1.1596169610426932,-0.9098906668624983,-0.28586269827784583,0.8501918928743711,-1.0158162355480596,-0.06769590162260378,1.4345868728037519,0.8256515936727137,0.7743161064199475,0.7306655353682353,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
-0.43561025031666606,1.0776468564310293,0.05950917350536162,-0.5585495046594157,-1.0158162355480596,-0.06769590162260378,-0.5741434415654824,0.8719950671733605,-0.6279132856947878,-0.7119234410894002,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.421762371108087,1.1130068762303953,0.3666233855511061,0.8501918928743711,0.9170744656809277,-0.06769590162260378,1.4345868728037519,-1.48759260629128,-0.6279132856947878,-0.7119234410894002,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1.56595582456061,-0.9098906668624983,2.902653284142849,1.9428966125322893,0.9170744656809277,-0.06769590162260378,1.4345868728037519,-1.48759260629128,-0.6279132856947878,-0.7119234410894002,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
-0.16768538530620225,1.2626693968523355,1.1521834611591744,-0.5585495046594157,-1.0158162355480596,-0.06769590162260378,-0.5741434415654824,0.8719950671733605,-0.6279132856947878,-0.7119234410894002,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
0.960197150511506,1.198418019586525,0.5409798438136466,0.8501918928743711,0.9170744656809277,-0.06769590162260378,1.4345868728037519,-1.48759260629128,-0.6279132856947878,-0.7119234410894002,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
